date,strategy,load_information_case,pv_mapping_mode,settlement_mode,with_terminal_value,year_end_soc_kwh,year_end_boundary,run_id,total_cost_yuan,settlement_cost_yuan,emergency_cost_yuan,curtailment_kwh,emergency_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,up_adjust_kwh,down_adjust_kwh,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_cd_kwh2,locked_period_violations,runtime_seconds
2025-12-02,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-02__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,75638.85373262236,54401.46855159478,21237.385181027585,0.0,5748.690491666368,25555.609067636346,22941.325060680218,8204.320613231039,8266.220195855896,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.016473592000693
2025-12-02,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-02__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,79043.1538579159,53526.24492228926,25516.908935626627,0.0,7012.070302330344,25644.395103809497,23021.232493239153,8204.320613231055,8266.220195852646,2,18.867608333333465,2933.744906120391,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.522543840001163
2025-12-02,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-02__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,79043.1538579159,53526.24492228926,25516.908935626627,0.0,7012.070302330344,25644.395103809497,23021.232493239153,8204.320613231055,8266.220195852646,2,18.867608333333465,2933.744906120391,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.1386991729996225
2025-12-02,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-02__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,76465.40758609828,54047.03659923713,22418.37098686115,0.0,6091.796422979403,25605.912844303744,22986.598459680878,8204.320613231039,8266.220195855896,1,110.17299999999989,1754.7792968441518,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,3.9796786170009
2025-12-02,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-02__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,76465.40758609828,54047.03659923713,22418.37098686115,0.0,6091.796422979403,25605.912844303744,22986.598459680878,8204.320613231039,8266.220195855896,1,110.17299999999989,1754.7792968441518,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.037740734000181
2025-12-02,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-02__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,77984.43575285163,53797.13262163235,24187.303131219276,0.0,6672.581831028136,25629.279039861427,23007.628035685895,8204.320613231055,8266.220195852646,1,5.069641666666712,1920.1601097315074,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.070337223000024
2025-12-02,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-02__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,77984.43575285163,53797.13262163235,24187.303131219276,0.0,6672.581831028136,25629.279039861427,23007.628035685895,8204.320613231055,8266.220195852646,1,5.069641666666712,1920.1601097315074,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.053679598999224
2025-12-02,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-02__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,75638.85373262088,54401.468551593294,21237.385181027585,0.0,5748.690491666368,25555.609067632897,22941.325060680218,8204.320613231055,8266.220195852646,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.1036964769991755
2025-12-02,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-02__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,75638.85373262088,54401.468551593294,21237.385181027585,0.0,5748.690491666368,25555.609067632897,22941.325060680218,8204.320613231055,8266.220195852646,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.016019374999814
2025-12-03,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-03__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,89590.10630219174,47919.200243462066,41670.90605872967,0.0,12457.008078733248,26128.99430531575,23592.61547368083,8266.220195855896,8185.560402378036,0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0,4.122436942001514
2025-12-03,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-03__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,89590.10630219174,47919.200243462066,41670.90605872967,0.0,12457.008078733248,26128.99430531575,23592.61547368083,8266.220195855896,8185.560402378036,0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0,3.97357405799994
2025-12-03,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-03__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,74193.11760767069,54441.388446259734,19751.72916141095,0.0,5843.685343247714,25891.992368220148,23379.313730294765,8266.220195852646,8185.560402374802,2,6647.363148720416,19.49362222222203,2.2737367544323206e-13,0.0,0.0,0,4.448005964000913
2025-12-03,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-03__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,74193.11760767069,54441.388446259734,19751.72916141095,0.0,5843.685343247714,25891.992368220148,23379.313730294765,8266.220195852646,8185.560402374802,2,6647.363148720416,19.49362222222203,2.2737367544323206e-13,0.0,0.0,0,4.151130831000046
2025-12-03,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-03__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,75458.54639921954,53865.93602132336,21592.61037789618,0.0,6317.513982938575,25891.992366978695,23379.313729177476,8266.220195855896,8185.560402378036,1,6153.95690334986,19.49362222222203,2.2737367544323206e-13,0.0,0.0,0,4.021042009999292
2025-12-03,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-03__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,75458.54639921954,53865.93602132336,21592.61037789618,0.0,6317.513982938575,25891.992366978695,23379.313729177476,8266.220195855896,8185.560402378036,1,6153.95690334986,19.49362222222203,2.2737367544323206e-13,0.0,0.0,0,4.061948604999998
2025-12-03,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-03__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,78894.81606575364,52546.17430409755,26348.641761656087,0.0,7872.765275787123,25883.210032503106,23371.409628149428,8266.220195852646,8185.560402374802,1,4592.322940942637,0.0,2.2737367544323206e-13,0.0,0.0,0,4.027078855000582
2025-12-03,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-03__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,78894.81606575364,52546.17430409755,26348.641761656087,0.0,7872.765275787123,25883.210032503106,23371.409628149428,8266.220195852646,8185.560402374802,1,4592.322940942637,0.0,2.2737367544323206e-13,0.0,0.0,0,4.038933216999794
2025-12-03,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-03__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,89590.10630219174,47919.20024346205,41670.90605872968,0.0,12457.00807873324,26128.994305315704,23592.615473680766,8266.220195852646,8185.560402374802,0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0,4.023611163000169
2025-12-03,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-03__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,89590.10630219174,47919.20024346205,41670.90605872968,0.0,12457.00807873324,26128.994305315704,23592.615473680766,8266.220195852646,8185.560402374802,0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0,4.049878034998983
2025-12-04,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-04__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,81117.60619267044,53215.44918726196,27902.157005408473,0.0,7524.004433442678,24460.811863791358,22111.05276339579,8185.560402378036,8084.028008815821,0,0.0,0.0,1.5631940186722204e-13,0.0,0.0,0,4.174788061000072
