date,period,time,forecast_load_kwh,actual_load_kwh,source_dates,is_current_execution_period,abs_error_kwh,load_information_case,snapshot
2025-12-01,137,23:00,563.0066666666667,584.685,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,21.678333333333285,causal_load_main,day_ahead_planning
2025-12-01,138,23:10,563.9178166666666,585.0215499999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,21.103733333333366,causal_load_main,day_ahead_planning
2025-12-01,139,23:20,558.731275,573.2737833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,14.54250833333333,causal_load_main,day_ahead_planning
2025-12-01,140,23:30,560.3158333333333,560.2349999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,0.08083333333343035,causal_load_main,day_ahead_planning
2025-12-01,141,23:40,576.5225041666666,578.15725,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,1.6347458333333407,causal_load_main,day_ahead_planning
2025-12-01,142,23:50,569.8293458333333,611.11885,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,41.28950416666669,causal_load_main,day_ahead_planning
2025-12-01,143,0:00+1,553.7008333333332,627.1283333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,73.42750000000012,causal_load_main,day_ahead_planning
2025-12-02,0,00:10,577.1779208333332,607.8412,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,30.66327916666671,causal_load_main,day_ahead_planning
2025-12-02,1,00:20,585.1338125,601.52955,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,16.395737499999996,causal_load_main,day_ahead_planning
2025-12-02,2,00:30,567.4479166666666,613.875,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,46.42708333333337,causal_load_main,day_ahead_planning
2025-12-02,3,00:40,569.2198791666666,605.6089166666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,36.38903749999997,causal_load_main,day_ahead_planning
2025-12-02,4,00:50,570.8409333333334,593.9437499999999,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,23.102816666666513,causal_load_main,day_ahead_planning
2025-12-02,5,01:00,566.3691666666666,591.3633333333332,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,24.994166666666615,causal_load_main,day_ahead_planning
2025-12-02,6,01:10,573.0230833333333,595.5850666666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,22.561983333333387,causal_load_main,day_ahead_planning
2025-12-02,7,01:20,578.8417541666665,621.2859333333333,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,42.4441791666668,causal_load_main,day_ahead_planning
2025-12-02,8,01:30,580.3329166666666,642.6333333333333,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,62.300416666666706,causal_load_main,day_ahead_planning
2025-12-02,9,01:40,585.708475,621.1557666666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,35.447291666666615,causal_load_main,day_ahead_planning
2025-12-02,10,01:50,586.0781083333333,641.6240166666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,55.54590833333339,causal_load_main,day_ahead_planning
2025-12-02,11,02:00,579.05375,682.3266666666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,103.27291666666656,causal_load_main,day_ahead_planning
2025-12-02,12,02:10,574.0446166666666,640.0855333333333,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,66.0409166666667,causal_load_main,day_ahead_planning
2025-12-02,13,02:20,582.9781375,630.2826166666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,47.304479166666624,causal_load_main,day_ahead_planning
2025-12-02,14,02:30,598.91,671.5699999999999,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,72.65999999999997,causal_load_main,day_ahead_planning
2025-12-02,15,02:40,602.6455041666667,668.6753166666666,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,66.02981249999993,causal_load_main,day_ahead_planning
2025-12-02,16,02:50,602.8095375,677.7053333333333,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,74.8957958333333,causal_load_main,day_ahead_planning
2025-12-02,17,03:00,599.2166666666667,692.8383333333333,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,93.62166666666656,causal_load_main,day_ahead_planning
2025-12-02,18,03:10,585.0453375,646.1463,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,61.10096250000004,causal_load_main,day_ahead_planning
2025-12-02,19,03:20,589.1324916666666,622.9525833333332,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,33.8200916666666,causal_load_main,day_ahead_planning
2025-12-02,20,03:30,610.5074999999999,653.895,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,43.387500000000045,causal_load_main,day_ahead_planning
2025-12-02,21,03:40,617.7651625,684.5563999999999,2025-11-04;2025-11-11;2025-11-18;2025-11-25,False,66.79123749999997,causal_load_main,day_ahead_planning
