current_date,target_date,issue_hour,pv_mapping_mode,soc_sample_kwh,virtual_next_day_cost_yuan,value_subgradient_yuan_per_kwh,certified_max_gap_yuan,bundle_sample_count,information
2025-06-21,2025-06-22,6,linear_anchor_main,10800.0,38425.13571956708,-0.40499289993776433,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,1200.0,43669.12452364607,-0.4544192997661961,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,2850.3853265227904,42919.86591255651,-0.4534706164681456,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,3709.580558841014,42530.352891724004,-0.4525219331700951,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,5876.908642692508,41551.15757922387,-0.45104620359534986,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,7916.746839258588,40632.640422361015,-0.4499921110419604,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,8527.11293175291,40358.19924589107,-0.44777851667984253,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,9666.802861131886,39848.012231439105,-0.44746228891382567,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,10009.430584957698,39694.699245890675,-0.4211205160046231,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,10291.822897156371,39575.77804966183,-0.4211205160046231,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,step_hourly_sensitivity,10800.0,39362.386587201,-0.4052775049271795,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,1200.0,40682.98565074726,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,2850.3853265227904,39933.7270396577,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,3709.580558841014,39544.214018825194,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,5876.908642691462,38565.018706325536,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,7916.746839256558,37646.50154946312,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,8527.11293175291,37372.06037299226,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,9678.675470395772,36856.560813623706,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,10009.430584957972,36708.56037299175,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,10301.451868083746,36585.584219557495,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,linear_anchor_main,10800.0,36375.98340752942,-0.40499289993776433,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,1200.0,41632.51286030958,-0.4544192997661961,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,3346.1928783954377,40658.87160367926,-0.4525219331700951,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,5513.520962248373,39679.676291178475,-0.45104620359534986,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,7553.359158815809,38761.15913431501,-0.4499921110419604,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,8163.7252513116555,38486.717957844376,-0.44777851667984253,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,12,step_hourly_sensitivity,9570.496938379152,37857.02192876999,-0.44746228891382567,0.9775795590176131,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
