date,period_index,time_label,q_or_g0_kwh,g_final_kwh,x_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,actual_load_kwh,actual_pv_kwh,actual_price,price_forecast_used,last_update_time,balance_residual_kwh,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
2025-09-07,64,10:50,0.0,0.0,0.0,0.0,354.66331666666656,0.0,0.0,2141.9140764217605,2478.3772413746274,1073.6660666666667,1428.3293833333332,0.6515,0.7701400369624177,06:00,0.0,0.0,0.0,0.0
2025-09-07,65,11:00,0.0,590.1729666666665,339.5723027777782,0.0,711.3710527777783,0.0,0.0,2478.3772413746274,3153.243077861516,1059.245,1431.04375,0.4278,0.4115019496815178,06:00,1.1368683772161603e-13,252.47599513999995,126.23799757,0.0
2025-09-07,66,11:10,0.0,607.8807861111109,482.93286666666677,0.0,833.3333333333335,0.0,0.0,3153.243077861516,3943.812492903611,1082.0073333333332,1432.4078,0.4307,0.3835009067757904,06:00,0.0,261.81425457805545,130.90712728902776,0.0
2025-09-07,67,11:20,0.0,291.02850698325597,291.02850698325597,0.0,647.1252236499224,0.0,0.0,3943.812492903611,4557.729384327496,1056.3668166666666,1412.463533333333,0.5047,0.4376112789946528,06:00,0.0,146.8820874744493,73.44104373722465,0.0
2025-09-07,68,11:30,0.0,604.2464166666666,312.49306944444515,0.0,700.4468194444452,0.0,0.0,4557.729384327496,5222.231583107045,1012.3649999999999,1400.31875,0.5032,0.39563810960741796,06:00,0.0,304.0567968666666,152.02839843333328,0.0
2025-09-07,69,11:40,492.4594805555555,615.2156527777777,447.79566666666665,0.0,833.3333333333335,0.0,0.0,5222.231583107045,6012.80099814914,1061.3974666666666,1446.9351333333334,0.4353,0.33015694934483847,06:00,0.0,267.80337365416665,26.717880884166675,0.0
2025-09-07,70,11:50,487.79991944444464,606.0145888888887,432.36795000000006,0.0,833.3333333333335,0.0,0.0,6012.80099814914,6803.370413191235,1063.86855,1464.8339333333333,0.4214,0.3115146476439144,06:00,0.0,255.37454775777772,24.907830851944396,0.0
2025-09-07,71,12:00,300.2722319832603,580.4102833333332,391.73916666666685,0.0,833.3333333333335,0.0,0.0,6803.370413191235,7593.9398282333295,998.4683333333334,1440.0625,0.4438,0.34262054192849245,06:00,-1.1368683772161603e-13,257.58608374333323,62.162633594581166,0.0
2025-09-07,72,12:10,0.0,0.0,0.0,0.0,450.9600333333333,0.0,0.0,7593.9398282333295,8021.758079944966,988.5302666666666,1439.4903,0.3916,0.36790606941979315,12:00,0.0,0.0,0.0,0.0
2025-09-07,73,12:20,0.0,0.0,0.0,0.0,413.8865666666668,0.0,0.0,8021.758079944966,8414.405353029104,1006.7629833333333,1420.64955,0.427,0.366955701678634,12:00,0.0,0.0,0.0,0.0
2025-09-07,74,12:30,509.0559249999999,140.849193055552,140.849193055552,0.0,492.09044305555216,0.0,0.0,8414.405353029104,8881.243337486183,1017.1149999999999,1368.35625,0.5203,0.3356922006131477,12:00,-5.684341886080802e-14,73.28383514680371,95.78898131534811,0.0
